ブラザーズ＆シスターズ Brothers & Sisters (2006) ,ヒバナ -Reloaded-,0.9966619911034315
マイ★ボス マイ★ヒーロー (2006) ,アンドロイドガール,0.9988158117327358
シバトラ～童顔刑事・柴田竹虎～ (2008) ,愛言葉III,0.9984400105489414
新・お水の花道 (2001) ,リバーシブル・キャンペーン,0.9944954717674614
下妻物語 Kamikaze Girls (2004) ,おじゃま虫,0.9979383743829817
家族善哉 (2006) ,妄想税,0.9952228576597053
おせん (2008) ,花瓶に触れた,0.9907289651931006
タクミくんシリーズ そして春風にささやいて (2007) ,ノイズ,0.9928725481985071
コラソン de メロン (2008) ,カナリヤ [ANIME SIDE],0.9871383799812851
フレディVSジェイソン Freddy vs. Jason (2003) ,ハイスクール [ANIME SIDE] -Alternative-,0.9983437346805841
ひとりぼっちの君に (1998) ,劣等上等 feat. 鏡音リン・レン,0.9931390625625582
犬夜叉 紅蓮の蓬莱島(ぐれんのほうらいじま) (2004) ,ダンスロボットダンス,0.995846795399085
東京ラブストーリー Tokyo Love Story (1991) ,東京テディベア -初音ミク「マジカルミライ 2014」Live-,0.9866103329779243
ピカ☆ンチ LIFE IS HARD だけど HAPPY (2002) ,人生リセットボタン,0.9971263731088823
劇場版 空の境界/第一章 俯瞰風景 (2007) ,裏表ラバーズ -MIKUNOPOLIS in LOS ANGELES Live-,0.980097818041858
デビルマン DEVILMAN (2004) ,脳漿炸裂ガール 2015ver.,0.9977174060387571
電池が切れるまで (2004) ,厨病激発ボーイ,0.9947405179385831
"キューティ・ブロンド/ハッピーMAX (キューティ・ブロンド2) Legally Blonde 2: Red, White & Blonde (2003) ",聖槍爆裂ボーイ,0.9987609547914055
ひとりぼっちの君に (1998) ,右肩の蝶,0.9898421605316166
メメント Memento (2000) ,ハウトゥー世界征服,0.9966318050316221
あいのうた (2005) ,メランコリック,0.9915029520810026
アイアン・イーグル Iron Eagle (1986) ,メルト -MIKU EXPO 2014 in INDONESIA Live-,0.9838184176974456
ビルと動物園 (2008) ,パンダヒーロー(カバー) feat.赤飯,0.9897297371520845
よい子の味方 (2004) ,金曜日のおはよう -another story-,0.9970107902888424
警視庁捜査一課9係 (2007) ,可愛くなりたい feat.成海聖奈(CV:雨宮天),0.9949771906022665
ADブギ (1991) ,日曜日の秘密 feat.濱中翠・成海聖奈(CV:Gero・雨宮天),0.9972500944322986
大好き！五つ子6 (2004) ,世界は恋に落ちている,0.998932332439072
Yoshi最新作 翼の折れた天使たち (2006) ,ラブホイッスル,0.9992416982740497
整形美人。 (2002) ,イノコリ先生,0.993803405223188
3年B組金八先生 第4シリーズ (1995) ,夜もすがら君想ふ,0.9974877720384059
URAMI ～怨み～ Bruiser (2000) ,いかないで,0.99012629693059
お仕事です！ (1998) ,帝国少女,0.9962366589630958
きらきら研修医 (2007) ,え?あぁ、そう。,0.9960635427788477
バツ彼 (2004) ,再教育 feat.ぐるたみん (カバー),0.9885196920099936
ONE PIECE ワンピース THE MOVIE エピソード オブ チョッパー プラス 冬に咲く、奇跡の桜 (2008) ,地球最後の告白を feat.GUMI,0.9932568453217749
松本清張スペシャル「指」 (2006) ,独りんぼエンヴィー feat.luz(カバー),0.9973084388244406
アヒルと鴨のコインロッカー (2007) ,灰色と青 (+菅田将暉) - 米津玄師,0.9722989743511189
どんど晴れ (2007) ,ウミユリ海底譚,0.9926724346150911
ゾイド新世紀/ゼロ (2001) ,嗚呼、素晴らしきニャン生,0.9955815185184443
王様のレストラン (1995) ,神のまにまに,0.998174090288071
おせん (2008) ,シリョクケンサ (feat.GUMI),0.9974563038411158
ナースマンがゆく (2004) ,レディーレ,0.9970129259059398
アイアン・イーグル Iron Eagle (1986) ,深海少女 -初音ミク「マジカルミライ 2014」Live-,0.9947954114989256
伝染歌 (2007) ,ハロ/ハワユ,0.9906380376720825
交渉人～THE NEGOTIATIOR～ (2008) ,失敗作少女,0.9947104518239007
